Key,Value
equip_desc_Staff2,A mage's staff which is supposedly made of 100-year-old wood. No one knows whether it was made of wood grown for 100 years or 100 years had passed after it was cut down.
equip_desc_Lwpn2,A spear made by adding an iron edge at the tip of a wooden stick. It's mainly used to hunt small animals due to its short length.
equip_desc_Hwpn2,A mace that has a big ball of iron. It's pretty good for smashing a monster's skull in.
equip_desc_Hat2,A hood usually worn by Druids living in the woods. It was dyed green so that the wearer wouldn't get noticed by dangerous beasts in the woods.
equip_desc_Hood2,A hood made of black-dyed leather. People mainly use it when they didn't wear makeup or didn't wash their hair.
equip_desc_Helm2,A helmet made of quite solid iron. The design makes it look like it was crafted more than 500 years ago.
equip_desc_Carmor2,"A robe made by Druids living in the woods. It's relatively cheap and rather durable, but green drops of water trickle from it during heavy rain."
equip_desc_Larmor2,A guard made to protect the wearer's chest when using a bow. It's fairly practical.
equip_desc_Harmor2,An armor attached with a big iron plate. Looks like it was made to be unisex.
equip_desc_Cboots2,"Shoes made by Druids living in the woods. Crafted with quite durable thick clothes, they can be used for a long time even on rough terrains in the woods."
equip_desc_LBoosts2,Shoes made of soft sheepskin. The soft feel makes them a favorite among many women.
equip_desc_Hboots2,"Shoes made by putting iron over leather. Cheap and sturdy, but no ventilation at all."
equip_desc_Staff3,"A staff made of low-grade blue crystal. Many people use it for its high cost-performance, but buyer discretion is advised because some staves are made with fake crystals."
equip_desc_Lwpn3,An ordinary sword made of steel. It's light and easy to use.
equip_desc_Hwpn3,A single-bladed axe made of steel. Looks like it can cut a thick tree down in one swing.
equip_desc_Hat3,A hat for students made by Aqua Mage Academy. Poor mages tend to use this school uniform hat even after graduation.
equip_desc_Hood3,"A tiara made of steel. It doesn't provide much defense, but it helps the wearer by keeping their forelock from blocking the sight."
equip_desc_Helm3,A helmet made of steel. It looks crude but very sturdy.
equip_desc_Carmor3,"A robe for students made by Aqua Mage Academy. This school uniform robe is dyed in blue, the color of water which is the symbol of Aqua."
equip_desc_Larmor3,"A leather armor intended to be worn by ladies for hunting. It's crafted using fine leather, making it feel soft and allowing the wearer to look thin."
equip_desc_Harmor3,An armor made of steel. It's a decent product released relatively recently.
equip_desc_Cboots3,"Shoes for students made by Aqua Mage Academy. As they're for the children in the academy, they were crafted using tough cloth for lightness and not to get torn easily."
equip_desc_LBoosts3,Shoes intended to be worn by ladies for hunting. The shin part has an iron plate to protect the wearer from the fangs of snakes while hunting in the woods.
equip_desc_Hboots3,Shoes made of steel. They are much sturdier than iron boots but weigh the same.
equip_desc_Staff4,A crystal staff enhanced using gold imbued with magic. It's said to help the user to focus their magical powers.
equip_desc_Lwpn4,A steel sword of which the blade has been keenly sharpened. The added handguard makes it easier to wield.
equip_desc_Hwpn4,A steel axe modified to be double-bladed. Now you can chop at monster's skulls with both sides.
equip_desc_Hat4,"The academy hat attached with a ribbon that is said to give slight boost in Mana recovery. It was popular among female students who were into fashion, but the ribbon’s power is just a rumor."
equip_desc_Hood4,A steel tiara designed to be lighter and prettier. Its popularity is based on the slot poked in the middle which lets the wearer put a jewel of their choice in it.
equip_desc_Helm4,"A lightened steel helmet decorated with a gold stripe. It got lighter and sturdier, and the gold stripe is enchanted with a magical effect that blocks ultraviolet rays."
equip_desc_Carmor4,"A robe made by Aqua Mage Academy for student council members. It looks classier than the robes for ordinary students. "
equip_desc_Larmor4,"A hunting leather armor enhanced by adding chainmail on the chest part. It was ostensibly modified to provide better defense, but it is widely accepted that this was just added to emphasize the wearer's chest."
equip_desc_Harmor4,"A lightened steel armor decorated with a gold stripe. It got lighter and sturdier, and there is a magical wire inside the gold stripe that conforms to the wearer's shape."
equip_desc_Cboots4,"The academy shoes attached with a ribbon that is said to give slight boost in Mana recovery. Its more for fashion that practicality, just like the hat."
equip_desc_LBoosts4,"Hunting leather shoes enhanced by adding leather on their top. Rather than provide better defense, they are modified to prevent foot odor by blocking rain from leaking into the shoes."
equip_desc_Hboots4,"Lightened steel boots decorated with gold stripes. They got lighter and sturdier, and the gold stripes are enchanted with a magic that prevents the wearer from getting calluses on their heels."
equip_desc_Staff5,"A staff made by ""Dark Moon,"" the council of witches. Its original intent was to be distributed to the witches of the witch council, but now it's being sold in various places thanks to its great performance."
equip_desc_Lwpn5,"A weapon of the ""Nightowl"" equipment series made by a famous fashion brand based in Francisco. It's a lightweight long spear with two very sharp edges."
equip_desc_Hwpn5,"A weapon of the ""Holy War"" equipment series made by the ""Gigantic Anvil,"" a union of blacksmiths, for the allied forces. It is suitable for attacking heavily-armored monsters in close combat."
equip_desc_Hat5,"A hat made by the ""Dark Moon,"" the council of witches. Caution: Since the hat was made for witches, places like the church will not welcome you if you're wearing it."
equip_desc_Hood5,"A weapon of the ""Nightowl"" equipment series made by a famous fashion brand based in Francisco. With its befitting design of a Francisco-born brand, the tiara became a huge vogue among daughters of nobles across various countries."
equip_desc_Helm5,"A helmet of the ""Holy War"" equipment series made by the ""Gigantic Anvil,"" a union of blacksmiths, for the allied forces. Many knights favor it because it allows the wearer to lift the faceguard and reveal their faces when they’re not fighting."
equip_desc_Carmor5,"A robe made by the ""Dark Moon,"" the council of witches. Since witches are famous for being skilled in weaving clothes imbued with the essence of the moon, this peculiar purple robe enhances the wearer's magical powers."
equip_desc_Larmor5,"A light armor of the ""Nightowl"" equipment series made by a famous fashion brand based in Francisco. Among its design features, the nightowl embodied on the chest part stands out. As it is made with chain, it is durable and rather light."
equip_desc_Harmor5,"A heavy armor of the ""Holy War"" equipment series made by the ""Gigantic Anvil,"" a union of blacksmiths, for the allied forces. Being the formal armor for the allied forces' knights, it is said to be fine in both the quality and the design."
equip_desc_Cboots5,"Shoes made by the ""Dark Moon,"" the council of witches. Most cloth shoes are lightweight, but the shoes made by witches are especially famous for their lightness. People say that it almost feel like you're walking barefoot."
equip_desc_LBoosts5,"Hunting shoes of the ""Nightowl"" equipment series made by a famous fashion brand based in Francisco. Using only the finest sheepskin, they are very soft and durable, favored by nobles' daughters for battle or hunting."
equip_desc_Hboots5,"Steel boots of the ""Holy War"" equipment series made by the ""Gigantic Anvil,"" a union of blacksmiths, for the allied forces. Many have commented favorably on them since it was made by putting several plates together, allowing the wearer to move their ankles smoothly."
equip_desc_Staff6,"A lightened version of Dark Moon staff following the opinion that the former staff is too heavy. Changing the heavy crystal ball into a lightweight and fine amethyst, the staff is now lighter and able to wield more magical power."
equip_desc_Lwpn6,"A modified version of ""Nightowl"" series by a famous arms artisan of Francisco. The trident's edges have gotten bigger, lighter, and sharper, allowing the user to attack faster and with more power."
equip_desc_Hwpn6,"A modified and enhanced version of the ""Holy War"" equipment series intended to be used by the defending forces of the ""Great Wall."" The mace has gotten bigger and heavier, allowing the user to destroy enemies' armor more efficiently."
equip_desc_Hat6,A witch hat added with a cooling feature. A patch of cool cloth enchanted with cooling magic is attached inside of the hat to cool off the wearer's head when it gets heated up due to heavy magic usage.
equip_desc_Hood6,"A modified version of ""Nightowl"" series by a famous arms artisan of Francisco. The added golden ornament allows the wearer to understand the enemies' movements more easily in battle."
equip_desc_Helm6,"A modified and enhanced version of the ""Holy War"" equipment series intended to be used by the defending forces of the ""Great Wall."" The only modification is the addition of an iron plate on the top part to buffer the impact."
equip_desc_Carmor6,"The magical embroidery, added to improve the former boring design of Dark Moon robe, has gotten good reactions for both the design and the performance."
equip_desc_Larmor6,"A modified version of ""Nightowl"" series by a famous arms artisan of Francisco. With the addition of a magical golden ornament on the chest part and the enhancement on the shoulder part, it can now provide an extra layer of defense."
equip_desc_Harmor6,"A modified and enhanced version of the ""Holy War"" equipment series intended to be used by the defending forces of the ""Great Wall."" A vent is added to the armor to fight the Great Wall's hot weather, and a quality lining is added inside to provide much better defense."
equip_desc_Cboots6,"As Dark Moon Shoes were light but not quite durable, the insides are now added with linings, and the ankle part with two types of cloths to boost its durability. They also got positive reactions because the modification made the wearer's ankles to look thin."
equip_desc_LBoosts6,"A modified version of the ""Nightowl"" series by a famous arms artisan of Francisco. They are added with golden and silver ornaments on the shin part which are enchanted with magic to quickly recover the legs from fatigue. "
equip_desc_Hboots6,"A modified and enhanced version of the ""Holy War"" equipment series intended to be used by the defending forces of the ""Great Wall."" Vents are added to the boots just like the armor, and the ankle part is ornamented with a magical gold lining to allow the feet to get air under hot weather."
equip_desc_Staff7,"A staff of the ""Starlight"" equipment series made by the High Elves of Saviour. As the number of them decreased gradually, High Elves made this magic staff for humans and demihumans to help them prepare for the Demon King's revival. It is said that only a few truly skilled people could obtain this staff."
equip_desc_Lwpn7,"A weapon of the ""Eagle"" series, a premium line produced by the brand in Francisco that made the Nightowl series. It's a dual-edged long spear of which the edges are made of a special alloy, making them very light and sharp. "
equip_desc_Hwpn7,"A weapon of the ""Valkyrie"" equipment series made by the ""Gigantic Anvil"" for Romanetia. A one-bladed axe made of black steel alloy which only the ""Gigantic Anvil"" can produce, and its blade enhanced with magic-imbued gold, it can crush the enemy's thick armor at one stroke."
equip_desc_Hat7,"A hat of the ""Starlight"" equipment series made by the High Elves of Saviour. High Elves don't really like witches, but they used High Elven cloths and Dark Moon made cloths together to produce as many hats as they could."
equip_desc_Hood7,"A tiara of the ""Eagle"" series, a premium line produced by the brand in Francisco that made the Nightowl series. It won first place in Francisco's annual Design of the Year Award. The performance is excellent too."
equip_desc_Helm7,"A helmet of the ""Valkyrie"" equipment series made by the ""Gigantic Anvil"" for Romanetia. It was designed to look valorous and graceful, befitting the product name. It ensures heavy defense for the wearer with the magical platinum gilded upon black steel alloy."
equip_desc_Carmor7,"A robe of the ""Starlight"" equipment series made by the High Elves of Saviour. High Elves are famous for having the strongest magical power among every race. This robe made by them is enchanted with a spell that boosts the wearer's magical power."
equip_desc_Larmor7,"A light armor of the ""Eagle"" series, a premium line produced by the brand in Francisco that made the Nightowl series. It used more quality materials and colors compared to the Nightowl Series, getting positive reactions for both its design and performance."
equip_desc_Harmor7,"A heavy armor of the ""Valkyrie"" equipment series made by the ""Gigantic Anvil"" for Romanetia. It may look like it's just a slightly improved version of the Holy War series, but some steel plates were replaced with wyvern leather to make it more durable and allow the wearer to move more easily."
equip_desc_Cboots7,"Shoes of the ""Starlight"" equipment series made by the High Elves of Saviour. Unlike other shoes, its tips are pointing upwards like a horn resembling the High Elven-style shoes, becoming quite a vogue among nobles and princesses."
equip_desc_LBoosts7,"Leather boots of the ""Eagle"" equipment series, a premium line produced by the brand in Francisco that made the Nightowl series. These shocking boots, which was a sensational vogue among princesses and nobles' daughters, were the first to introduce the high heel to battle equipment design."
equip_desc_Hboots7,"Boots of the ""Valkyrie"" equipment series made by the ""Gigantic Anvil"" for Romanetia. They were once only available to the knights of Romanetia, but after the country's collapse, many Valkyrie series equipment came out to the world."
equip_desc_Staff8,"An enhanced version of the ""Starlight"" equipment series made to save Ethos from the grasp of Demon King's army. A higher-grade starlight jewel was used to maximize the caster's magical power, allowing the wielder to cast magic of tremendous force."
equip_desc_Lwpn8,"An enhanced version of the “Eagle” series by a famous artisan of Francisco. The addition of blue crystal imbued with magical power and several ornaments made it fancier and stronger, but it failed to win popularity due to its price."
